,Latitude,Longitude,GeoidHeight
86483,89.583333,3.5,15.617
86484,89.583333,3.541667,15.617
86485,89.583333,3.583333,15.617
86486,89.583333,3.625,15.616
86487,89.583333,3.666667,15.616
86488,89.583333,3.708333,15.616
86489,89.583333,3.75,15.616
86490,89.583333,3.791667,15.615
86491,89.583333,3.833333,15.615
86492,89.583333,3.875,15.615
86493,89.583333,3.916667,15.615
86494,89.583333,3.958333,15.615
86495,89.583333,4.0,15.614
86496,89.583333,4.041667,15.614
86497,89.583333,4.083333,15.614
86498,89.583333,4.125,15.614
86499,89.583333,4.166667,15.613
86500,89.583333,4.208333,15.613
86501,89.583333,4.25,15.613
86502,89.583333,4.291667,15.613
86503,89.583333,4.333333,15.613
86504,89.583333,4.375,15.612
86505,89.583333,4.416667,15.612
86506,89.583333,4.458333,15.612
86507,89.583333,4.5,15.612
86508,89.583333,4.541667,15.611
86509,89.583333,4.583333,15.611
86510,89.583333,4.625,15.611
86511,89.583333,4.666667,15.611
86512,89.583333,4.708333,15.61
86513,89.583333,4.75,15.61
86514,89.583333,4.791667,15.61
86515,89.583333,4.833333,15.61
86516,89.583333,4.875,15.61
86517,89.583333,4.916667,15.609
86518,89.583333,4.958333,15.609
86519,89.583333,5.0,15.609
86520,89.583333,5.041667,15.609
86521,89.583333,5.083333,15.608
86522,89.583333,5.125,15.608
86523,89.583333,5.166667,15.608
86524,89.583333,5.208333,15.608
86525,89.583333,5.25,15.607
86526,89.583333,5.291667,15.607
86527,89.583333,5.333333,15.607
86528,89.583333,5.375,15.607
86529,89.583333,5.416667,15.606
86530,89.583333,5.458333,15.606
86531,89.583333,5.5,15.606
86532,89.583333,5.541667,15.606
86533,89.583333,5.583333,15.605
86534,89.583333,5.625,15.605
86535,89.583333,5.666667,15.605
86536,89.583333,5.708333,15.605
86537,89.583333,5.75,15.604
86538,89.583333,5.791667,15.604
86539,89.583333,5.833333,15.604
86540,89.583333,5.875,15.603
86541,89.583333,5.916667,15.603
86542,89.583333,5.958333,15.603
86543,89.583333,6.0,15.603
86544,89.583333,6.041667,15.602
86545,89.583333,6.083333,15.602
86546,89.583333,6.125,15.602
86547,89.583333,6.166667,15.602
86548,89.583333,6.208333,15.601
86549,89.583333,6.25,15.601
86550,89.583333,6.291667,15.601
86551,89.583333,6.333333,15.601
86552,89.583333,6.375,15.6
86553,89.583333,6.416667,15.6
86554,89.583333,6.458333,15.6
86555,89.583333,6.5,15.599
86556,89.583333,6.541667,15.599
86557,89.583333,6.583333,15.599
86558,89.583333,6.625,15.599
86559,89.583333,6.666667,15.598
86560,89.583333,6.708333,15.598
86561,89.583333,6.75,15.598
86562,89.583333,6.791667,15.598
86563,89.583333,6.833333,15.597
86564,89.583333,6.875,15.597
86565,89.583333,6.916667,15.597
86566,89.583333,6.958333,15.596
86567,89.583333,7.0,15.596
86568,89.583333,7.041667,15.596
86569,89.583333,7.083333,15.596
86570,89.583333,7.125,15.595
86571,89.583333,7.166667,15.595
86572,89.583333,7.208333,15.595
86573,89.583333,7.25,15.594
86574,89.583333,7.291667,15.594
86575,89.583333,7.333333,15.594
86576,89.583333,7.375,15.594
86577,89.583333,7.416667,15.593
86578,89.583333,7.458333,15.593
86579,89.583333,7.5,15.593
86580,89.583333,7.541667,15.592
86581,89.583333,7.583333,15.592
86582,89.583333,7.625,15.592
86583,89.583333,7.666667,15.591
86584,89.583333,7.708333,15.591
86585,89.583333,7.75,15.591
86586,89.583333,7.791667,15.591
86587,89.583333,7.833333,15.59
86588,89.583333,7.875,15.59
86589,89.583333,7.916667,15.59
86590,89.583333,7.958333,15.589
86591,89.583333,8.0,15.589
86592,89.583333,8.041667,15.589
86593,89.583333,8.083333,15.588
86594,89.583333,8.125,15.588
86595,89.583333,8.166667,15.588
86596,89.583333,8.208333,15.588
86597,89.583333,8.25,15.587
86598,89.583333,8.291667,15.587
86599,89.583333,8.333333,15.587
86600,89.583333,8.375,15.586
86601,89.583333,8.416667,15.586
86602,89.583333,8.458333,15.586
86603,89.583333,8.5,15.585
86604,89.583333,8.541667,15.585
86605,89.583333,8.583333,15.585
86606,89.583333,8.625,15.584
86607,89.583333,8.666667,15.584
86608,89.583333,8.708333,15.584
86609,89.583333,8.75,15.583
86610,89.583333,8.791667,15.583
86611,89.583333,8.833333,15.583
86612,89.583333,8.875,15.582
86613,89.583333,8.916667,15.582
86614,89.583333,8.958333,15.582
86615,89.583333,9.0,15.581
86616,89.583333,9.041667,15.581
86617,89.583333,9.083333,15.581
86618,89.583333,9.125,15.58
86619,89.583333,9.166667,15.58
86620,89.583333,9.208333,15.58
86621,89.583333,9.25,15.579
86622,89.583333,9.291667,15.579
86623,89.583333,9.333333,15.579
86624,89.583333,9.375,15.579
86625,89.583333,9.416667,15.578
86626,89.583333,9.458333,15.578
86627,89.583333,9.5,15.577
86628,89.583333,9.541667,15.577
86629,89.583333,9.583333,15.577
86630,89.583333,9.625,15.576
86631,89.583333,9.666667,15.576
86632,89.583333,9.708333,15.576
86633,89.583333,9.75,15.575
86634,89.583333,9.791667,15.575
86635,89.583333,9.833333,15.575
86636,89.583333,9.875,15.574
86637,89.583333,9.916667,15.574
86638,89.583333,9.958333,15.574
95039,89.541667,0.0,15.679
95040,89.541667,0.041667,15.679
95041,89.541667,0.083333,15.679
95042,89.541667,0.125,15.679
95043,89.541667,0.166667,15.679
95044,89.541667,0.208333,15.679
95045,89.541667,0.25,15.678
95046,89.541667,0.291667,15.678
95047,89.541667,0.333333,15.678
95048,89.541667,0.375,15.678
95049,89.541667,0.416667,15.678
95050,89.541667,0.458333,15.678
95051,89.541667,0.5,15.677
95052,89.541667,0.541667,15.677
95053,89.541667,0.583333,15.677
95054,89.541667,0.625,15.677
95055,89.541667,0.666667,15.677
95056,89.541667,0.708333,15.677
95057,89.541667,0.75,15.676
95058,89.541667,0.791667,15.676
95059,89.541667,0.833333,15.676
95060,89.541667,0.875,15.676
95061,89.541667,0.916667,15.676
95062,89.541667,0.958333,15.676
95063,89.541667,1.0,15.675
95064,89.541667,1.041667,15.675
95065,89.541667,1.083333,15.675
95066,89.541667,1.125,15.675
95067,89.541667,1.166667,15.675
95068,89.541667,1.208333,15.674
95069,89.541667,1.25,15.674
95070,89.541667,1.291667,15.674
95071,89.541667,1.333333,15.674
95072,89.541667,1.375,15.674
95073,89.541667,1.416667,15.674
95074,89.541667,1.458333,15.673
95075,89.541667,1.5,15.673
95076,89.541667,1.541667,15.673
95077,89.541667,1.583333,15.673
95078,89.541667,1.625,15.673
95079,89.541667,1.666667,15.673
95080,89.541667,1.708333,15.672
95081,89.541667,1.75,15.672
95082,89.541667,1.791667,15.672
95083,89.541667,1.833333,15.672
95084,89.541667,1.875,15.672
95085,89.541667,1.916667,15.671
95086,89.541667,1.958333,15.671
95087,89.541667,2.0,15.671
95088,89.541667,2.041667,15.671
95089,89.541667,2.083333,15.671
95090,89.541667,2.125,15.671
95091,89.541667,2.166667,15.67
95092,89.541667,2.208333,15.67
95093,89.541667,2.25,15.67
95094,89.541667,2.291667,15.67
95095,89.541667,2.333333,15.67
95096,89.541667,2.375,15.669
95097,89.541667,2.416667,15.669
95098,89.541667,2.458333,15.669
95099,89.541667,2.5,15.669
95100,89.541667,2.541667,15.669
95101,89.541667,2.583333,15.669
95102,89.541667,2.625,15.668
95103,89.541667,2.666667,15.668
95104,89.541667,2.708333,15.668
95105,89.541667,2.75,15.668
95106,89.541667,2.791667,15.668
95107,89.541667,2.833333,15.667
95108,89.541667,2.875,15.667
95109,89.541667,2.916667,15.667
95110,89.541667,2.958333,15.667
95111,89.541667,3.0,15.667
95112,89.541667,3.041667,15.666
95113,89.541667,3.083333,15.666
95114,89.541667,3.125,15.666
95115,89.541667,3.166667,15.666
95116,89.541667,3.208333,15.666
95117,89.541667,3.25,15.665
95118,89.541667,3.291667,15.665
95119,89.541667,3.333333,15.665
95120,89.541667,3.375,15.665
95121,89.541667,3.416667,15.665
95122,89.541667,3.458333,15.664
95123,89.541667,3.5,15.664
95124,89.541667,3.541667,15.664
95125,89.541667,3.583333,15.664
95126,89.541667,3.625,15.664
95127,89.541667,3.666667,15.663
95128,89.541667,3.708333,15.663
95129,89.541667,3.75,15.663
95130,89.541667,3.791667,15.663
95131,89.541667,3.833333,15.663
95132,89.541667,3.875,15.662
95133,89.541667,3.916667,15.662
95134,89.541667,3.958333,15.662
95135,89.541667,4.0,15.662
95136,89.541667,4.041667,15.662
95137,89.541667,4.083333,15.661
95138,89.541667,4.125,15.661
95139,89.541667,4.166667,15.661
95140,89.541667,4.208333,15.661
95141,89.541667,4.25,15.66
95142,89.541667,4.291667,15.66
95143,89.541667,4.333333,15.66
95144,89.541667,4.375,15.66
95145,89.541667,4.416667,15.66
95146,89.541667,4.458333,15.659
95147,89.541667,4.5,15.659
95148,89.541667,4.541667,15.659
95149,89.541667,4.583333,15.659
95150,89.541667,4.625,15.659
95151,89.541667,4.666667,15.658
95152,89.541667,4.708333,15.658
95153,89.541667,4.75,15.658
95154,89.541667,4.791667,15.658
95155,89.541667,4.833333,15.657
95156,89.541667,4.875,15.657
95157,89.541667,4.916667,15.657
95158,89.541667,4.958333,15.657
95159,89.541667,5.0,15.656
95160,89.541667,5.041667,15.656
95161,89.541667,5.083333,15.656
95162,89.541667,5.125,15.656
95163,89.541667,5.166667,15.656
95164,89.541667,5.208333,15.655
95165,89.541667,5.25,15.655
95166,89.541667,5.291667,15.655
95167,89.541667,5.333333,15.655
95168,89.541667,5.375,15.654
95169,89.541667,5.416667,15.654
95170,89.541667,5.458333,15.654
95171,89.541667,5.5,15.654
95172,89.541667,5.541667,15.653
95173,89.541667,5.583333,15.653
95174,89.541667,5.625,15.653
95175,89.541667,5.666667,15.653
95176,89.541667,5.708333,15.652
95177,89.541667,5.75,15.652
95178,89.541667,5.791667,15.652
95179,89.541667,5.833333,15.652
95180,89.541667,5.875,15.651
95181,89.541667,5.916667,15.651
95182,89.541667,5.958333,15.651
95183,89.541667,6.0,15.651
95184,89.541667,6.041667,15.65
95185,89.541667,6.083333,15.65
95186,89.541667,6.125,15.65
95187,89.541667,6.166667,15.65
95188,89.541667,6.208333,15.649
95189,89.541667,6.25,15.649
95190,89.541667,6.291667,15.649
95191,89.541667,6.333333,15.649
95192,89.541667,6.375,15.648
95193,89.541667,6.416667,15.648
95194,89.541667,6.458333,15.648
95195,89.541667,6.5,15.648
95196,89.541667,6.541667,15.647
95197,89.541667,6.583333,15.647
95198,89.541667,6.625,15.647
95199,89.541667,6.666667,15.647
95200,89.541667,6.708333,15.646
95201,89.541667,6.75,15.646
95202,89.541667,6.791667,15.646
95203,89.541667,6.833333,15.645
95204,89.541667,6.875,15.645
95205,89.541667,6.916667,15.645
95206,89.541667,6.958333,15.645
95207,89.541667,7.0,15.644
95208,89.541667,7.041667,15.644
95209,89.541667,7.083333,15.644
95210,89.541667,7.125,15.644
95211,89.541667,7.166667,15.643
95212,89.541667,7.208333,15.643
95213,89.541667,7.25,15.643
95214,89.541667,7.291667,15.642
95215,89.541667,7.333333,15.642
95216,89.541667,7.375,15.642
95217,89.541667,7.416667,15.642
95218,89.541667,7.458333,15.641
95219,89.541667,7.5,15.641
95220,89.541667,7.541667,15.641
95221,89.541667,7.583333,15.64
95222,89.541667,7.625,15.64
95223,89.541667,7.666667,15.64
95224,89.541667,7.708333,15.64
95225,89.541667,7.75,15.639
95226,89.541667,7.791667,15.639
95227,89.541667,7.833333,15.639
95228,89.541667,7.875,15.638
95229,89.541667,7.916667,15.638
95230,89.541667,7.958333,15.638
95231,89.541667,8.0,15.637
95232,89.541667,8.041667,15.637
95233,89.541667,8.083333,15.637
95234,89.541667,8.125,15.637
95235,89.541667,8.166667,15.636
95236,89.541667,8.208333,15.636
95237,89.541667,8.25,15.636
95238,89.541667,8.291667,15.635
95239,89.541667,8.333333,15.635
95240,89.541667,8.375,15.635
95241,89.541667,8.416667,15.634
95242,89.541667,8.458333,15.634
95243,89.541667,8.5,15.634
95244,89.541667,8.541667,15.633
95245,89.541667,8.583333,15.633
95246,89.541667,8.625,15.633
95247,89.541667,8.666667,15.632
95248,89.541667,8.708333,15.632
95249,89.541667,8.75,15.632
95250,89.541667,8.791667,15.632
95251,89.541667,8.833333,15.631
95252,89.541667,8.875,15.631
95253,89.541667,8.916667,15.631
95254,89.541667,8.958333,15.63
95255,89.541667,9.0,15.63
95256,89.541667,9.041667,15.63
95257,89.541667,9.083333,15.629
95258,89.541667,9.125,15.629
95259,89.541667,9.166667,15.629
95260,89.541667,9.208333,15.628
95261,89.541667,9.25,15.628
95262,89.541667,9.291667,15.628
95263,89.541667,9.333333,15.627
95264,89.541667,9.375,15.627
95265,89.541667,9.416667,15.627
95266,89.541667,9.458333,15.626
95267,89.541667,9.5,15.626
95268,89.541667,9.541667,15.625
95269,89.541667,9.583333,15.625
95270,89.541667,9.625,15.625
95271,89.541667,9.666667,15.624
95272,89.541667,9.708333,15.624
95273,89.541667,9.75,15.624
95274,89.541667,9.791667,15.623
95275,89.541667,9.833333,15.623
95276,89.541667,9.875,15.623
95277,89.541667,9.916667,15.622
95278,89.541667,9.958333,15.622
103679,89.5,0.0,15.724
103680,89.5,0.041667,15.724
103681,89.5,0.083333,15.724
103682,89.5,0.125,15.724
103683,89.5,0.166667,15.724
103684,89.5,0.208333,15.723
103685,89.5,0.25,15.723
103686,89.5,0.291667,15.723
103687,89.5,0.333333,15.723
103688,89.5,0.375,15.723
103689,89.5,0.416667,15.723
103690,89.5,0.458333,15.722
103691,89.5,0.5,15.722
103692,89.5,0.541667,15.722
103693,89.5,0.583333,15.722
103694,89.5,0.625,15.722
103695,89.5,0.666667,15.721
103696,89.5,0.708333,15.721
103697,89.5,0.75,15.721
103698,89.5,0.791667,15.721
103699,89.5,0.833333,15.721
103700,89.5,0.875,15.721
103701,89.5,0.916667,15.72
103702,89.5,0.958333,15.72
103703,89.5,1.0,15.72
103704,89.5,1.041667,15.72
103705,89.5,1.083333,15.72
103706,89.5,1.125,15.719
103707,89.5,1.166667,15.719
103708,89.5,1.208333,15.719
103709,89.5,1.25,15.719
103710,89.5,1.291667,15.719
103711,89.5,1.333333,15.719
103712,89.5,1.375,15.718
103713,89.5,1.416667,15.718
103714,89.5,1.458333,15.718
103715,89.5,1.5,15.718
103716,89.5,1.541667,15.718
103717,89.5,1.583333,15.717
103718,89.5,1.625,15.717
103719,89.5,1.666667,15.717
103720,89.5,1.708333,15.717
103721,89.5,1.75,15.717
103722,89.5,1.791667,15.717
103723,89.5,1.833333,15.716
103724,89.5,1.875,15.716
103725,89.5,1.916667,15.716
103726,89.5,1.958333,15.716
103727,89.5,2.0,15.716
103728,89.5,2.041667,15.715
103729,89.5,2.083333,15.715
103730,89.5,2.125,15.715
103731,89.5,2.166667,15.715
103732,89.5,2.208333,15.715
103733,89.5,2.25,15.714
103734,89.5,2.291667,15.714
103735,89.5,2.333333,15.714
103736,89.5,2.375,15.714
103737,89.5,2.416667,15.714
103738,89.5,2.458333,15.713
103739,89.5,2.5,15.713
103740,89.5,2.541667,15.713
103741,89.5,2.583333,15.713
103742,89.5,2.625,15.713
103743,89.5,2.666667,15.712
103744,89.5,2.708333,15.712
103745,89.5,2.75,15.712
103746,89.5,2.791667,15.712
103747,89.5,2.833333,15.712
103748,89.5,2.875,15.711
103749,89.5,2.916667,15.711
103750,89.5,2.958333,15.711
103751,89.5,3.0,15.711
103752,89.5,3.041667,15.711
103753,89.5,3.083333,15.71
103754,89.5,3.125,15.71
103755,89.5,3.166667,15.71
103756,89.5,3.208333,15.71
103757,89.5,3.25,15.71
103758,89.5,3.291667,15.709
103759,89.5,3.333333,15.709
103760,89.5,3.375,15.709
103761,89.5,3.416667,15.709
103762,89.5,3.458333,15.709
103763,89.5,3.5,15.708
103764,89.5,3.541667,15.708
103765,89.5,3.583333,15.708
103766,89.5,3.625,15.708
103767,89.5,3.666667,15.708
103768,89.5,3.708333,15.707
103769,89.5,3.75,15.707
103770,89.5,3.791667,15.707
103771,89.5,3.833333,15.707
103772,89.5,3.875,15.706
103773,89.5,3.916667,15.706
103774,89.5,3.958333,15.706
103775,89.5,4.0,15.706
103776,89.5,4.041667,15.706
103777,89.5,4.083333,15.705
103778,89.5,4.125,15.705
103779,89.5,4.166667,15.705
103780,89.5,4.208333,15.705
103781,89.5,4.25,15.704
103782,89.5,4.291667,15.704
103783,89.5,4.333333,15.704
103784,89.5,4.375,15.704
103785,89.5,4.416667,15.704
103786,89.5,4.458333,15.703
103787,89.5,4.5,15.703
103788,89.5,4.541667,15.703
103789,89.5,4.583333,15.703
103790,89.5,4.625,15.702
103791,89.5,4.666667,15.702
103792,89.5,4.708333,15.702
103793,89.5,4.75,15.702
103794,89.5,4.791667,15.701
103795,89.5,4.833333,15.701
103796,89.5,4.875,15.701
103797,89.5,4.916667,15.701
103798,89.5,4.958333,15.7
103799,89.5,5.0,15.7
103800,89.5,5.041667,15.7
103801,89.5,5.083333,15.7
103802,89.5,5.125,15.7
103803,89.5,5.166667,15.699
103804,89.5,5.208333,15.699
103805,89.5,5.25,15.699
103806,89.5,5.291667,15.699
103807,89.5,5.333333,15.698
103808,89.5,5.375,15.698
103809,89.5,5.416667,15.698
103810,89.5,5.458333,15.698
103811,89.5,5.5,15.697
103812,89.5,5.541667,15.697
103813,89.5,5.583333,15.697
103814,89.5,5.625,15.697
103815,89.5,5.666667,15.696
103816,89.5,5.708333,15.696
103817,89.5,5.75,15.696
103818,89.5,5.791667,15.696
103819,89.5,5.833333,15.695
103820,89.5,5.875,15.695
103821,89.5,5.916667,15.695
103822,89.5,5.958333,15.694
103823,89.5,6.0,15.694
103824,89.5,6.041667,15.694
103825,89.5,6.083333,15.694
103826,89.5,6.125,15.693
103827,89.5,6.166667,15.693
103828,89.5,6.208333,15.693
103829,89.5,6.25,15.693
103830,89.5,6.291667,15.692
103831,89.5,6.333333,15.692
103832,89.5,6.375,15.692
103833,89.5,6.416667,15.691
103834,89.5,6.458333,15.691
103835,89.5,6.5,15.691
103836,89.5,6.541667,15.691
103837,89.5,6.583333,15.69
103838,89.5,6.625,15.69
103839,89.5,6.666667,15.69
103840,89.5,6.708333,15.69
103841,89.5,6.75,15.689
103842,89.5,6.791667,15.689
103843,89.5,6.833333,15.689
103844,89.5,6.875,15.688
103845,89.5,6.916667,15.688
103846,89.5,6.958333,15.688
103847,89.5,7.0,15.688
103848,89.5,7.041667,15.687
103849,89.5,7.083333,15.687
103850,89.5,7.125,15.687
103851,89.5,7.166667,15.686
103852,89.5,7.208333,15.686
103853,89.5,7.25,15.686
103854,89.5,7.291667,15.685
103855,89.5,7.333333,15.685
103856,89.5,7.375,15.685
103857,89.5,7.416667,15.685
103858,89.5,7.458333,15.684
103859,89.5,7.5,15.684
103860,89.5,7.541667,15.684
103861,89.5,7.583333,15.683
103862,89.5,7.625,15.683
103863,89.5,7.666667,15.683
103864,89.5,7.708333,15.682
103865,89.5,7.75,15.682
103866,89.5,7.791667,15.682
103867,89.5,7.833333,15.681
103868,89.5,7.875,15.681
103869,89.5,7.916667,15.681
103870,89.5,7.958333,15.68
103871,89.5,8.0,15.68
103872,89.5,8.041667,15.68
103873,89.5,8.083333,15.68
103874,89.5,8.125,15.679
103875,89.5,8.166667,15.679
103876,89.5,8.208333,15.679
103877,89.5,8.25,15.678
103878,89.5,8.291667,15.678
103879,89.5,8.333333,15.678
103880,89.5,8.375,15.677
103881,89.5,8.416667,15.677
103882,89.5,8.458333,15.677
103883,89.5,8.5,15.676
103884,89.5,8.541667,15.676
103885,89.5,8.583333,15.676
103886,89.5,8.625,15.675
103887,89.5,8.666667,15.675
103888,89.5,8.708333,15.674
103889,89.5,8.75,15.674
103890,89.5,8.791667,15.674
103891,89.5,8.833333,15.673
103892,89.5,8.875,15.673
103893,89.5,8.916667,15.673
103894,89.5,8.958333,15.672
103895,89.5,9.0,15.672
103896,89.5,9.041667,15.672
103897,89.5,9.083333,15.671
103898,89.5,9.125,15.671
103899,89.5,9.166667,15.671
103900,89.5,9.208333,15.67
103901,89.5,9.25,15.67
103902,89.5,9.291667,15.67
103903,89.5,9.333333,15.669
103904,89.5,9.375,15.669
103905,89.5,9.416667,15.668
103906,89.5,9.458333,15.668
103907,89.5,9.5,15.668
103908,89.5,9.541667,15.667
103909,89.5,9.583333,15.667
103910,89.5,9.625,15.667
103911,89.5,9.666667,15.666
103912,89.5,9.708333,15.666
103913,89.5,9.75,15.666
103914,89.5,9.791667,15.665
103915,89.5,9.833333,15.665
103916,89.5,9.875,15.664
103917,89.5,9.916667,15.664
103918,89.5,9.958333,15.664
112319,89.458333,0.0,15.772
112320,89.458333,0.041667,15.772
112321,89.458333,0.083333,15.771
112322,89.458333,0.125,15.771
112323,89.458333,0.166667,15.771
112324,89.458333,0.208333,15.771
112325,89.458333,0.25,15.771
112326,89.458333,0.291667,15.77
112327,89.458333,0.333333,15.77
112328,89.458333,0.375,15.77
112329,89.458333,0.416667,15.77
112330,89.458333,0.458333,15.769
112331,89.458333,0.5,15.769
112332,89.458333,0.541667,15.769
112333,89.458333,0.583333,15.769
112334,89.458333,0.625,15.768
112335,89.458333,0.666667,15.768
112336,89.458333,0.708333,15.768
112337,89.458333,0.75,15.768
112338,89.458333,0.791667,15.768
112339,89.458333,0.833333,15.767
112340,89.458333,0.875,15.767
112341,89.458333,0.916667,15.767
112342,89.458333,0.958333,15.767
112343,89.458333,1.0,15.766
112344,89.458333,1.041667,15.766
112345,89.458333,1.083333,15.766
112346,89.458333,1.125,15.766
112347,89.458333,1.166667,15.766
112348,89.458333,1.208333,15.765
112349,89.458333,1.25,15.765
112350,89.458333,1.291667,15.765
112351,89.458333,1.333333,15.765
112352,89.458333,1.375,15.764
112353,89.458333,1.416667,15.764
112354,89.458333,1.458333,15.764
112355,89.458333,1.5,15.764
112356,89.458333,1.541667,15.763
112357,89.458333,1.583333,15.763
112358,89.458333,1.625,15.763
112359,89.458333,1.666667,15.763
112360,89.458333,1.708333,15.762
112361,89.458333,1.75,15.762
112362,89.458333,1.791667,15.762
112363,89.458333,1.833333,15.762
112364,89.458333,1.875,15.761
112365,89.458333,1.916667,15.761
112366,89.458333,1.958333,15.761
112367,89.458333,2.0,15.761
112368,89.458333,2.041667,15.76
112369,89.458333,2.083333,15.76
112370,89.458333,2.125,15.76
112371,89.458333,2.166667,15.76
112372,89.458333,2.208333,15.759
112373,89.458333,2.25,15.759
112374,89.458333,2.291667,15.759
112375,89.458333,2.333333,15.759
112376,89.458333,2.375,15.758
112377,89.458333,2.416667,15.758
112378,89.458333,2.458333,15.758
112379,89.458333,2.5,15.758
112380,89.458333,2.541667,15.757
112381,89.458333,2.583333,15.757
112382,89.458333,2.625,15.757
112383,89.458333,2.666667,15.757
112384,89.458333,2.708333,15.756
112385,89.458333,2.75,15.756
112386,89.458333,2.791667,15.756
112387,89.458333,2.833333,15.756
112388,89.458333,2.875,15.755
112389,89.458333,2.916667,15.755
112390,89.458333,2.958333,15.755
112391,89.458333,3.0,15.755
112392,89.458333,3.041667,15.754
112393,89.458333,3.083333,15.754
112394,89.458333,3.125,15.754
112395,89.458333,3.166667,15.754
112396,89.458333,3.208333,15.753
112397,89.458333,3.25,15.753
112398,89.458333,3.291667,15.753
112399,89.458333,3.333333,15.753
112400,89.458333,3.375,15.752
112401,89.458333,3.416667,15.752
112402,89.458333,3.458333,15.752
112403,89.458333,3.5,15.751
112404,89.458333,3.541667,15.751
112405,89.458333,3.583333,15.751
112406,89.458333,3.625,15.751
112407,89.458333,3.666667,15.75
112408,89.458333,3.708333,15.75
112409,89.458333,3.75,15.75
112410,89.458333,3.791667,15.75
112411,89.458333,3.833333,15.749
112412,89.458333,3.875,15.749
112413,89.458333,3.916667,15.749
112414,89.458333,3.958333,15.748
112415,89.458333,4.0,15.748
112416,89.458333,4.041667,15.748
112417,89.458333,4.083333,15.748
112418,89.458333,4.125,15.747
112419,89.458333,4.166667,15.747
112420,89.458333,4.208333,15.747
112421,89.458333,4.25,15.746
112422,89.458333,4.291667,15.746
112423,89.458333,4.333333,15.746
112424,89.458333,4.375,15.746
112425,89.458333,4.416667,15.745
112426,89.458333,4.458333,15.745
112427,89.458333,4.5,15.745
112428,89.458333,4.541667,15.744
112429,89.458333,4.583333,15.744
112430,89.458333,4.625,15.744
112431,89.458333,4.666667,15.744
112432,89.458333,4.708333,15.743
112433,89.458333,4.75,15.743
112434,89.458333,4.791667,15.743
112435,89.458333,4.833333,15.742
112436,89.458333,4.875,15.742
112437,89.458333,4.916667,15.742
112438,89.458333,4.958333,15.741
112439,89.458333,5.0,15.741
112440,89.458333,5.041667,15.741
112441,89.458333,5.083333,15.741
112442,89.458333,5.125,15.74
112443,89.458333,5.166667,15.74
112444,89.458333,5.208333,15.74
112445,89.458333,5.25,15.739
112446,89.458333,5.291667,15.739
112447,89.458333,5.333333,15.739
112448,89.458333,5.375,15.738
112449,89.458333,5.416667,15.738
112450,89.458333,5.458333,15.738
112451,89.458333,5.5,15.738
112452,89.458333,5.541667,15.737
112453,89.458333,5.583333,15.737
112454,89.458333,5.625,15.737
112455,89.458333,5.666667,15.736
112456,89.458333,5.708333,15.736
112457,89.458333,5.75,15.736
112458,89.458333,5.791667,15.735
112459,89.458333,5.833333,15.735
112460,89.458333,5.875,15.735
112461,89.458333,5.916667,15.734
112462,89.458333,5.958333,15.734
112463,89.458333,6.0,15.734
112464,89.458333,6.041667,15.733
112465,89.458333,6.083333,15.733
112466,89.458333,6.125,15.733
112467,89.458333,6.166667,15.732
112468,89.458333,6.208333,15.732
112469,89.458333,6.25,15.732
112470,89.458333,6.291667,15.731
112471,89.458333,6.333333,15.731
112472,89.458333,6.375,15.731
112473,89.458333,6.416667,15.73
112474,89.458333,6.458333,15.73
112475,89.458333,6.5,15.73
112476,89.458333,6.541667,15.729
112477,89.458333,6.583333,15.729
112478,89.458333,6.625,15.729
112479,89.458333,6.666667,15.728
112480,89.458333,6.708333,15.728
112481,89.458333,6.75,15.728
112482,89.458333,6.791667,15.727
112483,89.458333,6.833333,15.727
112484,89.458333,6.875,15.727
112485,89.458333,6.916667,15.726
112486,89.458333,6.958333,15.726
112487,89.458333,7.0,15.726
112488,89.458333,7.041667,15.725
112489,89.458333,7.083333,15.725
112490,89.458333,7.125,15.725
112491,89.458333,7.166667,15.724
112492,89.458333,7.208333,15.724
112493,89.458333,7.25,15.724
112494,89.458333,7.291667,15.723
112495,89.458333,7.333333,15.723
112496,89.458333,7.375,15.723
112497,89.458333,7.416667,15.722
112498,89.458333,7.458333,15.722
112499,89.458333,7.5,15.721
112500,89.458333,7.541667,15.721
112501,89.458333,7.583333,15.721
112502,89.458333,7.625,15.72
112503,89.458333,7.666667,15.72
112504,89.458333,7.708333,15.72
112505,89.458333,7.75,15.719
112506,89.458333,7.791667,15.719
112507,89.458333,7.833333,15.719
112508,89.458333,7.875,15.718
112509,89.458333,7.916667,15.718
112510,89.458333,7.958333,15.717
112511,89.458333,8.0,15.717
112512,89.458333,8.041667,15.717
112513,89.458333,8.083333,15.716
112514,89.458333,8.125,15.716
112515,89.458333,8.166667,15.716
112516,89.458333,8.208333,15.715
112517,89.458333,8.25,15.715
112518,89.458333,8.291667,15.714
112519,89.458333,8.333333,15.714
112520,89.458333,8.375,15.714
112521,89.458333,8.416667,15.713
112522,89.458333,8.458333,15.713
112523,89.458333,8.5,15.713
112524,89.458333,8.541667,15.712
112525,89.458333,8.583333,15.712
112526,89.458333,8.625,15.711
112527,89.458333,8.666667,15.711
112528,89.458333,8.708333,15.711
112529,89.458333,8.75,15.71
112530,89.458333,8.791667,15.71
112531,89.458333,8.833333,15.709
112532,89.458333,8.875,15.709
112533,89.458333,8.916667,15.709
112534,89.458333,8.958333,15.708
112535,89.458333,9.0,15.708
