,Latitude,Longitude,GeoidHeight
8765,89.958333,5.25,14.967
8766,89.958333,5.291667,14.967
8767,89.958333,5.333333,14.967
8768,89.958333,5.375,14.967
8769,89.958333,5.416667,14.967
8770,89.958333,5.458333,14.967
8771,89.958333,5.5,14.967
8772,89.958333,5.541667,14.967
8773,89.958333,5.583333,14.967
8774,89.958333,5.625,14.967
8775,89.958333,5.666667,14.967
8776,89.958333,5.708333,14.967
8777,89.958333,5.75,14.967
8778,89.958333,5.791667,14.967
8779,89.958333,5.833333,14.967
8780,89.958333,5.875,14.967
8781,89.958333,5.916667,14.967
8782,89.958333,5.958333,14.967
8783,89.958333,6.0,14.967
8784,89.958333,6.041667,14.967
8785,89.958333,6.083333,14.967
8786,89.958333,6.125,14.967
8787,89.958333,6.166667,14.967
8788,89.958333,6.208333,14.966
8789,89.958333,6.25,14.966
8790,89.958333,6.291667,14.966
8791,89.958333,6.333333,14.966
8792,89.958333,6.375,14.966
8793,89.958333,6.416667,14.966
8794,89.958333,6.458333,14.966
8795,89.958333,6.5,14.966
8796,89.958333,6.541667,14.966
8797,89.958333,6.583333,14.966
8798,89.958333,6.625,14.966
8799,89.958333,6.666667,14.966
8800,89.958333,6.708333,14.966
8801,89.958333,6.75,14.966
8802,89.958333,6.791667,14.966
8803,89.958333,6.833333,14.966
8804,89.958333,6.875,14.966
8805,89.958333,6.916667,14.966
8806,89.958333,6.958333,14.966
8807,89.958333,7.0,14.966
8808,89.958333,7.041667,14.966
8809,89.958333,7.083333,14.966
8810,89.958333,7.125,14.966
8811,89.958333,7.166667,14.966
8812,89.958333,7.208333,14.966
8813,89.958333,7.25,14.966
8814,89.958333,7.291667,14.966
8815,89.958333,7.333333,14.966
8816,89.958333,7.375,14.966
8817,89.958333,7.416667,14.966
8818,89.958333,7.458333,14.966
8819,89.958333,7.5,14.966
8820,89.958333,7.541667,14.966
8821,89.958333,7.583333,14.966
8822,89.958333,7.625,14.966
8823,89.958333,7.666667,14.966
8824,89.958333,7.708333,14.966
8825,89.958333,7.75,14.966
8826,89.958333,7.791667,14.966
8827,89.958333,7.833333,14.966
8828,89.958333,7.875,14.966
8829,89.958333,7.916667,14.966
8830,89.958333,7.958333,14.966
8831,89.958333,8.0,14.966
8832,89.958333,8.041667,14.966
8833,89.958333,8.083333,14.966
8834,89.958333,8.125,14.966
8835,89.958333,8.166667,14.966
8836,89.958333,8.208333,14.966
8837,89.958333,8.25,14.966
8838,89.958333,8.291667,14.966
8839,89.958333,8.333333,14.966
8840,89.958333,8.375,14.966
8841,89.958333,8.416667,14.966
8842,89.958333,8.458333,14.966
8843,89.958333,8.5,14.966
8844,89.958333,8.541667,14.966
8845,89.958333,8.583333,14.966
8846,89.958333,8.625,14.966
8847,89.958333,8.666667,14.966
8848,89.958333,8.708333,14.966
8849,89.958333,8.75,14.966
8850,89.958333,8.791667,14.966
8851,89.958333,8.833333,14.966
8852,89.958333,8.875,14.965
8853,89.958333,8.916667,14.965
8854,89.958333,8.958333,14.965
8855,89.958333,9.0,14.965
8856,89.958333,9.041667,14.965
8857,89.958333,9.083333,14.965
8858,89.958333,9.125,14.965
8859,89.958333,9.166667,14.965
8860,89.958333,9.208333,14.965
8861,89.958333,9.25,14.965
8862,89.958333,9.291667,14.965
8863,89.958333,9.333333,14.965
8864,89.958333,9.375,14.965
8865,89.958333,9.416667,14.965
8866,89.958333,9.458333,14.965
8867,89.958333,9.5,14.965
8868,89.958333,9.541667,14.965
8869,89.958333,9.583333,14.965
8870,89.958333,9.625,14.965
8871,89.958333,9.666667,14.965
8872,89.958333,9.708333,14.965
8873,89.958333,9.75,14.965
8874,89.958333,9.791667,14.965
8875,89.958333,9.833333,14.965
8876,89.958333,9.875,14.965
8877,89.958333,9.916667,14.965
8878,89.958333,9.958333,14.965
17279,89.916667,0.0,15.027
17280,89.916667,0.041667,15.027
17281,89.916667,0.083333,15.027
17282,89.916667,0.125,15.027
17283,89.916667,0.166667,15.027
17284,89.916667,0.208333,15.027
17285,89.916667,0.25,15.027
17286,89.916667,0.291667,15.027
17287,89.916667,0.333333,15.027
17288,89.916667,0.375,15.027
17289,89.916667,0.416667,15.027
17290,89.916667,0.458333,15.027
17291,89.916667,0.5,15.027
17292,89.916667,0.541667,15.027
17293,89.916667,0.583333,15.027
17294,89.916667,0.625,15.027
17295,89.916667,0.666667,15.027
17296,89.916667,0.708333,15.027
17297,89.916667,0.75,15.027
17298,89.916667,0.791667,15.027
17299,89.916667,0.833333,15.027
17300,89.916667,0.875,15.027
17301,89.916667,0.916667,15.027
17302,89.916667,0.958333,15.027
17303,89.916667,1.0,15.027
17304,89.916667,1.041667,15.027
17305,89.916667,1.083333,15.027
17306,89.916667,1.125,15.027
17307,89.916667,1.166667,15.027
17308,89.916667,1.208333,15.027
17309,89.916667,1.25,15.027
17310,89.916667,1.291667,15.027
17311,89.916667,1.333333,15.027
17312,89.916667,1.375,15.027
17313,89.916667,1.416667,15.027
17314,89.916667,1.458333,15.027
17315,89.916667,1.5,15.027
17316,89.916667,1.541667,15.027
17317,89.916667,1.583333,15.027
17318,89.916667,1.625,15.027
17319,89.916667,1.666667,15.026
17320,89.916667,1.708333,15.026
17321,89.916667,1.75,15.026
17322,89.916667,1.791667,15.026
17323,89.916667,1.833333,15.026
17324,89.916667,1.875,15.026
17325,89.916667,1.916667,15.026
17326,89.916667,1.958333,15.026
17327,89.916667,2.0,15.026
17328,89.916667,2.041667,15.026
17329,89.916667,2.083333,15.026
17330,89.916667,2.125,15.026
17331,89.916667,2.166667,15.026
17332,89.916667,2.208333,15.026
17333,89.916667,2.25,15.026
17334,89.916667,2.291667,15.026
17335,89.916667,2.333333,15.026
17336,89.916667,2.375,15.026
17337,89.916667,2.416667,15.026
17338,89.916667,2.458333,15.026
17339,89.916667,2.5,15.026
17340,89.916667,2.541667,15.026
17341,89.916667,2.583333,15.026
17342,89.916667,2.625,15.026
17343,89.916667,2.666667,15.026
17344,89.916667,2.708333,15.026
17345,89.916667,2.75,15.026
17346,89.916667,2.791667,15.026
17347,89.916667,2.833333,15.026
17348,89.916667,2.875,15.026
17349,89.916667,2.916667,15.026
17350,89.916667,2.958333,15.026
17351,89.916667,3.0,15.026
17352,89.916667,3.041667,15.026
17353,89.916667,3.083333,15.026
17354,89.916667,3.125,15.026
17355,89.916667,3.166667,15.026
17356,89.916667,3.208333,15.026
17357,89.916667,3.25,15.026
17358,89.916667,3.291667,15.026
17359,89.916667,3.333333,15.026
17360,89.916667,3.375,15.026
17361,89.916667,3.416667,15.025
17362,89.916667,3.458333,15.025
17363,89.916667,3.5,15.025
17364,89.916667,3.541667,15.025
17365,89.916667,3.583333,15.025
17366,89.916667,3.625,15.025
17367,89.916667,3.666667,15.025
17368,89.916667,3.708333,15.025
17369,89.916667,3.75,15.025
17370,89.916667,3.791667,15.025
17371,89.916667,3.833333,15.025
17372,89.916667,3.875,15.025
17373,89.916667,3.916667,15.025
17374,89.916667,3.958333,15.025
17375,89.916667,4.0,15.025
17376,89.916667,4.041667,15.025
17377,89.916667,4.083333,15.025
17378,89.916667,4.125,15.025
17379,89.916667,4.166667,15.025
17380,89.916667,4.208333,15.025
17381,89.916667,4.25,15.025
17382,89.916667,4.291667,15.025
17383,89.916667,4.333333,15.025
17384,89.916667,4.375,15.025
17385,89.916667,4.416667,15.025
17386,89.916667,4.458333,15.025
17387,89.916667,4.5,15.025
17388,89.916667,4.541667,15.025
17389,89.916667,4.583333,15.025
17390,89.916667,4.625,15.025
17391,89.916667,4.666667,15.025
17392,89.916667,4.708333,15.025
17393,89.916667,4.75,15.025
17394,89.916667,4.791667,15.025
17395,89.916667,4.833333,15.025
17396,89.916667,4.875,15.025
17397,89.916667,4.916667,15.025
17398,89.916667,4.958333,15.025
17399,89.916667,5.0,15.025
17400,89.916667,5.041667,15.025
17401,89.916667,5.083333,15.025
17402,89.916667,5.125,15.025
17403,89.916667,5.166667,15.025
17404,89.916667,5.208333,15.024
17405,89.916667,5.25,15.024
17406,89.916667,5.291667,15.024
17407,89.916667,5.333333,15.024
17408,89.916667,5.375,15.024
17409,89.916667,5.416667,15.024
17410,89.916667,5.458333,15.024
17411,89.916667,5.5,15.024
17412,89.916667,5.541667,15.024
17413,89.916667,5.583333,15.024
17414,89.916667,5.625,15.024
17415,89.916667,5.666667,15.024
17416,89.916667,5.708333,15.024
17417,89.916667,5.75,15.024
17418,89.916667,5.791667,15.024
17419,89.916667,5.833333,15.024
17420,89.916667,5.875,15.024
17421,89.916667,5.916667,15.024
17422,89.916667,5.958333,15.024
17423,89.916667,6.0,15.024
17424,89.916667,6.041667,15.024
17425,89.916667,6.083333,15.024
17426,89.916667,6.125,15.024
17427,89.916667,6.166667,15.024
17428,89.916667,6.208333,15.024
17429,89.916667,6.25,15.024
17430,89.916667,6.291667,15.024
17431,89.916667,6.333333,15.024
17432,89.916667,6.375,15.024
17433,89.916667,6.416667,15.024
17434,89.916667,6.458333,15.024
17435,89.916667,6.5,15.024
17436,89.916667,6.541667,15.024
17437,89.916667,6.583333,15.024
17438,89.916667,6.625,15.024
17439,89.916667,6.666667,15.024
17440,89.916667,6.708333,15.024
17441,89.916667,6.75,15.024
17442,89.916667,6.791667,15.024
17443,89.916667,6.833333,15.024
17444,89.916667,6.875,15.024
17445,89.916667,6.916667,15.024
17446,89.916667,6.958333,15.024
17447,89.916667,7.0,15.024
17448,89.916667,7.041667,15.023
17449,89.916667,7.083333,15.023
17450,89.916667,7.125,15.023
17451,89.916667,7.166667,15.023
17452,89.916667,7.208333,15.023
17453,89.916667,7.25,15.023
17454,89.916667,7.291667,15.023
17455,89.916667,7.333333,15.023
17456,89.916667,7.375,15.023
17457,89.916667,7.416667,15.023
17458,89.916667,7.458333,15.023
17459,89.916667,7.5,15.023
17460,89.916667,7.541667,15.023
17461,89.916667,7.583333,15.023
17462,89.916667,7.625,15.023
17463,89.916667,7.666667,15.023
17464,89.916667,7.708333,15.023
17465,89.916667,7.75,15.023
17466,89.916667,7.791667,15.023
17467,89.916667,7.833333,15.023
17468,89.916667,7.875,15.023
17469,89.916667,7.916667,15.023
17470,89.916667,7.958333,15.023
17471,89.916667,8.0,15.023
17472,89.916667,8.041667,15.023
17473,89.916667,8.083333,15.023
17474,89.916667,8.125,15.023
17475,89.916667,8.166667,15.023
17476,89.916667,8.208333,15.023
17477,89.916667,8.25,15.023
17478,89.916667,8.291667,15.023
17479,89.916667,8.333333,15.023
17480,89.916667,8.375,15.023
17481,89.916667,8.416667,15.023
17482,89.916667,8.458333,15.023
17483,89.916667,8.5,15.023
17484,89.916667,8.541667,15.023
17485,89.916667,8.583333,15.023
17486,89.916667,8.625,15.023
17487,89.916667,8.666667,15.023
17488,89.916667,8.708333,15.023
17489,89.916667,8.75,15.023
17490,89.916667,8.791667,15.023
17491,89.916667,8.833333,15.023
17492,89.916667,8.875,15.023
17493,89.916667,8.916667,15.023
17494,89.916667,8.958333,15.022
17495,89.916667,9.0,15.022
17496,89.916667,9.041667,15.022
17497,89.916667,9.083333,15.022
17498,89.916667,9.125,15.022
17499,89.916667,9.166667,15.022
17500,89.916667,9.208333,15.022
17501,89.916667,9.25,15.022
17502,89.916667,9.291667,15.022
17503,89.916667,9.333333,15.022
17504,89.916667,9.375,15.022
17505,89.916667,9.416667,15.022
17506,89.916667,9.458333,15.022
17507,89.916667,9.5,15.022
17508,89.916667,9.541667,15.022
17509,89.916667,9.583333,15.022
17510,89.916667,9.625,15.022
17511,89.916667,9.666667,15.022
17512,89.916667,9.708333,15.022
17513,89.916667,9.75,15.022
17514,89.916667,9.791667,15.022
17515,89.916667,9.833333,15.022
17516,89.916667,9.875,15.022
17517,89.916667,9.916667,15.022
17518,89.916667,9.958333,15.022
25919,89.875,0.0,15.096
25920,89.875,0.041667,15.096
25921,89.875,0.083333,15.095
25922,89.875,0.125,15.095
25923,89.875,0.166667,15.095
25924,89.875,0.208333,15.095
25925,89.875,0.25,15.095
25926,89.875,0.291667,15.095
25927,89.875,0.333333,15.095
25928,89.875,0.375,15.095
25929,89.875,0.416667,15.095
25930,89.875,0.458333,15.095
25931,89.875,0.5,15.095
25932,89.875,0.541667,15.095
25933,89.875,0.583333,15.095
25934,89.875,0.625,15.095
25935,89.875,0.666667,15.095
25936,89.875,0.708333,15.095
25937,89.875,0.75,15.095
25938,89.875,0.791667,15.095
25939,89.875,0.833333,15.095
25940,89.875,0.875,15.095
25941,89.875,0.916667,15.095
25942,89.875,0.958333,15.095
25943,89.875,1.0,15.095
25944,89.875,1.041667,15.095
25945,89.875,1.083333,15.095
25946,89.875,1.125,15.095
25947,89.875,1.166667,15.095
25948,89.875,1.208333,15.094
25949,89.875,1.25,15.094
25950,89.875,1.291667,15.094
25951,89.875,1.333333,15.094
25952,89.875,1.375,15.094
25953,89.875,1.416667,15.094
25954,89.875,1.458333,15.094
25955,89.875,1.5,15.094
25956,89.875,1.541667,15.094
25957,89.875,1.583333,15.094
25958,89.875,1.625,15.094
25959,89.875,1.666667,15.094
25960,89.875,1.708333,15.094
25961,89.875,1.75,15.094
25962,89.875,1.791667,15.094
25963,89.875,1.833333,15.094
25964,89.875,1.875,15.094
25965,89.875,1.916667,15.094
25966,89.875,1.958333,15.094
25967,89.875,2.0,15.094
25968,89.875,2.041667,15.094
25969,89.875,2.083333,15.094
25970,89.875,2.125,15.094
25971,89.875,2.166667,15.094
25972,89.875,2.208333,15.094
25973,89.875,2.25,15.094
25974,89.875,2.291667,15.094
25975,89.875,2.333333,15.093
25976,89.875,2.375,15.093
25977,89.875,2.416667,15.093
25978,89.875,2.458333,15.093
25979,89.875,2.5,15.093
25980,89.875,2.541667,15.093
25981,89.875,2.583333,15.093
25982,89.875,2.625,15.093
25983,89.875,2.666667,15.093
25984,89.875,2.708333,15.093
25985,89.875,2.75,15.093
25986,89.875,2.791667,15.093
25987,89.875,2.833333,15.093
25988,89.875,2.875,15.093
25989,89.875,2.916667,15.093
25990,89.875,2.958333,15.093
25991,89.875,3.0,15.093
25992,89.875,3.041667,15.093
25993,89.875,3.083333,15.093
25994,89.875,3.125,15.093
25995,89.875,3.166667,15.093
25996,89.875,3.208333,15.093
25997,89.875,3.25,15.093
25998,89.875,3.291667,15.093
25999,89.875,3.333333,15.093
26000,89.875,3.375,15.093
26001,89.875,3.416667,15.093
26002,89.875,3.458333,15.093
26003,89.875,3.5,15.093
26004,89.875,3.541667,15.092
26005,89.875,3.583333,15.092
26006,89.875,3.625,15.092
26007,89.875,3.666667,15.092
26008,89.875,3.708333,15.092
26009,89.875,3.75,15.092
26010,89.875,3.791667,15.092
26011,89.875,3.833333,15.092
26012,89.875,3.875,15.092
26013,89.875,3.916667,15.092
26014,89.875,3.958333,15.092
26015,89.875,4.0,15.092
26016,89.875,4.041667,15.092
26017,89.875,4.083333,15.092
26018,89.875,4.125,15.092
26019,89.875,4.166667,15.092
26020,89.875,4.208333,15.092
26021,89.875,4.25,15.092
26022,89.875,4.291667,15.092
26023,89.875,4.333333,15.092
26024,89.875,4.375,15.092
26025,89.875,4.416667,15.092
26026,89.875,4.458333,15.092
26027,89.875,4.5,15.092
26028,89.875,4.541667,15.092
26029,89.875,4.583333,15.092
26030,89.875,4.625,15.092
26031,89.875,4.666667,15.092
26032,89.875,4.708333,15.092
26033,89.875,4.75,15.091
26034,89.875,4.791667,15.091
26035,89.875,4.833333,15.091
26036,89.875,4.875,15.091
26037,89.875,4.916667,15.091
26038,89.875,4.958333,15.091
26039,89.875,5.0,15.091
26040,89.875,5.041667,15.091
26041,89.875,5.083333,15.091
26042,89.875,5.125,15.091
26043,89.875,5.166667,15.091
26044,89.875,5.208333,15.091
26045,89.875,5.25,15.091
26046,89.875,5.291667,15.091
26047,89.875,5.333333,15.091
26048,89.875,5.375,15.091
26049,89.875,5.416667,15.091
26050,89.875,5.458333,15.091
26051,89.875,5.5,15.091
26052,89.875,5.541667,15.091
26053,89.875,5.583333,15.091
26054,89.875,5.625,15.091
26055,89.875,5.666667,15.091
26056,89.875,5.708333,15.091
26057,89.875,5.75,15.091
26058,89.875,5.791667,15.091
26059,89.875,5.833333,15.091
26060,89.875,5.875,15.091
26061,89.875,5.916667,15.091
26062,89.875,5.958333,15.091
26063,89.875,6.0,15.091
26064,89.875,6.041667,15.09
26065,89.875,6.083333,15.09
26066,89.875,6.125,15.09
26067,89.875,6.166667,15.09
26068,89.875,6.208333,15.09
26069,89.875,6.25,15.09
26070,89.875,6.291667,15.09
26071,89.875,6.333333,15.09
26072,89.875,6.375,15.09
26073,89.875,6.416667,15.09
