TimeUTC,DeviceId,Label,BytesHex,Status,ErrorMsg
2022-04-28T17:43:15.904678+00:00,3824192-mosaic-X5,X5 auto-config 1/7,736e742c20616c6c200a,confirmed,
2022-04-28T17:43:16.426918+00:00,3824192-mosaic-X5,X5 auto-config 2/7,736e752c20616c6c200a,confirmed,
2022-04-28T17:43:16.946299+00:00,3824192-mosaic-X5,X5 auto-config 3/7,73736f2c2053747265616d312c20555342312c204d65617345706f63682b50565447656f642c2073656331200a,confirmed,
2022-04-28T17:43:17.461853+00:00,3824192-mosaic-X5,X5 auto-config 4/7,736e6f2c2053747265616d322c20555342312c204753412b4752532c2073656331200a,confirmed,
2022-04-28T17:43:17.979565+00:00,3824192-mosaic-X5,X5 auto-config 5/7,73736f2c2053747265616d332c20555342312c204368616e6e656c5374617475732b4750534e61762b4750535574632b474c4f4e61762b47414c4e61762b4244534e61762c2073656335200a,confirmed,
2022-04-28T17:43:18.496249+00:00,3824192-mosaic-X5,X5 auto-config 6/7,73736f2c2053747265616d342c20555342312c20424253616d706c65732b52656365697665725374617475732c2073656331200a,confirmed,
2022-04-28T17:43:19.013508+00:00,3824192-mosaic-X5,X5 auto-config 7/7,7372642c204d61782c20554156200a,confirmed,
2022-04-28T17:42:54.961687+00:00,3824192-mosaic-X5,X5 auto-config 1/7,736e742c20616c6c200a,confirmed,
2022-04-28T17:42:55.483766+00:00,3824192-mosaic-X5,X5 auto-config 2/7,736e752c20616c6c200a,confirmed,
2022-04-28T17:42:56.004544+00:00,3824192-mosaic-X5,X5 auto-config 3/7,73736f2c2053747265616d312c20555342312c204d65617345706f63682b50565447656f642c2073656331200a,confirmed,
2022-04-28T17:42:56.523626+00:00,3824192-mosaic-X5,X5 auto-config 4/7,736e6f2c2053747265616d322c20555342312c204753412b4752532c2073656331200a,confirmed,
2022-04-28T17:42:57.042398+00:00,3824192-mosaic-X5,X5 auto-config 5/7,73736f2c2053747265616d332c20555342312c204368616e6e656c5374617475732b4750534e61762b4750535574632b474c4f4e61762b47414c4e61762b4244534e61762c2073656335200a,confirmed,
2022-04-28T17:42:57.558377+00:00,3824192-mosaic-X5,X5 auto-config 6/7,73736f2c2053747265616d342c20555342312c20424253616d706c65732b52656365697665725374617475732c2073656331200a,confirmed,
2022-04-28T17:42:58.078767+00:00,3824192-mosaic-X5,X5 auto-config 7/7,7372642c204d61782c20554156200a,confirmed,
2022-04-28T17:42:54.096630+00:00,3824192-mosaic-X5,X5 auto-config 1/7,736e742c20616c6c200a,confirmed,
2022-04-28T17:42:54.619544+00:00,3824192-mosaic-X5,X5 auto-config 2/7,736e752c20616c6c200a,confirmed,
2022-04-28T17:42:55.137757+00:00,3824192-mosaic-X5,X5 auto-config 3/7,73736f2c2053747265616d312c20555342312c204d65617345706f63682b50565447656f642c2073656331200a,confirmed,
